market_hash_name,name,variant,exterior,coleccion,rareza,float_min,float_max,currency,listing_min,listing_median,sales_median_24h,sales_median_7d,sales_median_30d,sales_median_90d,vol_24h,vol_7d,vol_30d,vol_90d,delta_24h_vs_7d_pct,delta_7d_vs_30d_pct,source,last_updated_unix
AK-47 | Aquamarine Revenge (Factory New),AK-47 | Aquamarine Revenge,normal,Factory New,The Falchion Collection,covert,0.0,1.0,USD,374.95,386.99,,287.55,236.03,214.78,0,11,37,87,,21.827733762657296,Skinport,1757810067
AK-47 | Frontside Misty (Battle-Scarred),AK-47 | Frontside Misty,normal,Battle-Scarred,The Shadow Collection,classified,0.02,0.87,USD,13.38,17.58,,12.83,12.31,12.83,0,9,19,76,,4.224207961007307,Skinport,1757810067
StatTrak™ AK-47 | Frontside Misty (Factory New),AK-47 | Frontside Misty,stattrak,Factory New,The Shadow Collection,classified,0.02,0.87,USD,263.62,418.0,212.94,212.94,177.57,177.57,1,3,8,30,0.0,19.918905220476436,Skinport,1757810067
StatTrak™ AK-47 | Frontside Misty (Minimal Wear),AK-47 | Frontside Misty,stattrak,Minimal Wear,The Shadow Collection,classified,0.02,0.87,USD,73.52,101.2,90.86,72.94,68.88,70.19,2,12,32,112,24.568138195777355,5.894308943089435,Skinport,1757810067
StatTrak™ AK-47 | Frontside Misty (Field-Tested),AK-47 | Frontside Misty,stattrak,Field-Tested,The Shadow Collection,classified,0.02,0.87,USD,45.5,59.8,39.57,39.47,37.89,40.43,1,6,42,142,0.25335697998480217,4.16996569015571,Skinport,1757810067
StatTrak™ AK-47 | Frontside Misty (Well-Worn),AK-47 | Frontside Misty,stattrak,Well-Worn,The Shadow Collection,classified,0.02,0.87,USD,41.82,44.33,,36.61,35.29,35.71,0,3,8,19,,3.7404363842448296,Skinport,1757810067
StatTrak™ AK-47 | Frontside Misty (Battle-Scarred),AK-47 | Frontside Misty,stattrak,Battle-Scarred,The Shadow Collection,classified,0.02,0.87,USD,42.73,44.13,,35.95,33.21,33.36,0,1,6,8,,8.250526949713947,Skinport,1757810067
AK-47 | Fuel Injector (Factory New),AK-47 | Fuel Injector,normal,Factory New,The Wildfire Collection,covert,0.0,1.0,USD,995.62,1077.41,,826.75,715.34,653.58,0,3,13,28,,15.574412167640558,Skinport,1757810067
AK-47 | Fuel Injector (Minimal Wear),AK-47 | Fuel Injector,normal,Minimal Wear,The Wildfire Collection,covert,0.0,1.0,USD,343.81,414.39,,329.06,316.63,323.16,0,13,53,136,,3.925717714682755,Skinport,1757810067
AK-47 | Fuel Injector (Field-Tested),AK-47 | Fuel Injector,normal,Field-Tested,The Wildfire Collection,covert,0.0,1.0,USD,256.81,305.57,,245.61,247.97,249.97,0,16,64,189,,-0.9517280316167218,Skinport,1757810067
AK-47 | Fuel Injector (Well-Worn),AK-47 | Fuel Injector,normal,Well-Worn,The Wildfire Collection,covert,0.0,1.0,USD,199.36,231.54,,203.23,194.15,202.95,0,6,28,84,,4.676796291527161,Skinport,1757810067
AK-47 | Fuel Injector (Battle-Scarred),AK-47 | Fuel Injector,normal,Battle-Scarred,The Wildfire Collection,covert,0.0,1.0,USD,149.95,172.32,175.89,164.06,164.18,164.71,1,2,21,65,7.210776545166393,-0.0730905104154005,Skinport,1757810067
StatTrak™ AK-47 | Fuel Injector (Factory New),AK-47 | Fuel Injector,stattrak,Factory New,The Wildfire Collection,covert,0.0,1.0,USD,1192.64,1192.64,,1035.03,1066.57,994.4,0,2,5,11,,-2.9571429910835634,Skinport,1757810067
StatTrak™ AK-47 | Fuel Injector (Minimal Wear),AK-47 | Fuel Injector,stattrak,Minimal Wear,The Wildfire Collection,covert,0.0,1.0,USD,642.16,837.89,598.08,561.09,605.07,574.25,1,3,6,15,6.59252526332674,-7.268580494818784,Skinport,1757810067
StatTrak™ AK-47 | Fuel Injector (Field-Tested),AK-47 | Fuel Injector,stattrak,Field-Tested,The Wildfire Collection,covert,0.0,1.0,USD,447.47,460.18,,428.53,443.69,455.48,0,2,10,29,,-3.416800018030613,Skinport,1757810067
StatTrak™ AK-47 | Fuel Injector (Well-Worn),AK-47 | Fuel Injector,stattrak,Well-Worn,The Wildfire Collection,covert,0.0,1.0,USD,292.13,340.43,,310.41,294.54,303.66,0,1,8,20,,5.38806274190263,Skinport,1757810067
StatTrak™ AK-47 | Fuel Injector (Battle-Scarred),AK-47 | Fuel Injector,stattrak,Battle-Scarred,The Wildfire Collection,covert,0.0,1.0,USD,240.1,337.21,,275.0,263.85,265.07,0,2,5,16,,4.225885920030311,Skinport,1757810067
AK-47 | Gold Arabesque (Factory New),AK-47 | Gold Arabesque,normal,Factory New,The 2021 Dust 2 Collection,covert,0.0,0.7,USD,5979.25,7050.31,,5884.57,5737.14,5254.42,0,1,5,11,,2.5697472956908736,Skinport,1757810067
AK-47 | Gold Arabesque (Minimal Wear),AK-47 | Gold Arabesque,normal,Minimal Wear,The 2021 Dust 2 Collection,covert,0.0,0.7,USD,3771.0,4632.51,,,3516.93,3399.66,0,0,1,4,,,Skinport,1757810067
AK-47 | Gold Arabesque (Field-Tested),AK-47 | Gold Arabesque,normal,Field-Tested,The 2021 Dust 2 Collection,covert,0.0,0.7,USD,2404.04,3134.65,,2632.15,2547.54,2435.44,0,1,6,21,,3.321243238575258,Skinport,1757810067
AK-47 | Gold Arabesque (Well-Worn),AK-47 | Gold Arabesque,normal,Well-Worn,The 2021 Dust 2 Collection,covert,0.0,0.7,USD,2540.46,2882.7,,,,,0,0,0,0,,,Skinport,1757810067
AK-47 | Gold Arabesque (Battle-Scarred),AK-47 | Gold Arabesque,normal,Battle-Scarred,The 2021 Dust 2 Collection,covert,0.0,0.7,USD,2008.52,2045.99,,,1876.32,1964.27,0,0,1,3,,,Skinport,1757810067
AK-47 | Green Laminate (Factory New),AK-47 | Green Laminate,normal,Factory New,The 2021 Vertigo Collection,mil-spec,0.02,0.4,USD,59.81,106.2,,55.74,44.16,35.17,0,20,50,103,,26.222826086956534,Skinport,1757810067
AK-47 | Green Laminate (Minimal Wear),AK-47 | Green Laminate,normal,Minimal Wear,The 2021 Vertigo Collection,mil-spec,0.02,0.4,USD,22.72,30.19,,23.17,21.35,21.04,0,5,20,72,,8.524590163934427,Skinport,1757810067
AK-47 | Green Laminate (Field-Tested),AK-47 | Green Laminate,normal,Field-Tested,The 2021 Vertigo Collection,mil-spec,0.02,0.4,USD,18.38,35.12,,20.51,17.59,18.24,0,5,19,41,,16.600341102899385,Skinport,1757810067
AK-47 | Green Laminate (Well-Worn),AK-47 | Green Laminate,normal,Well-Worn,The 2021 Vertigo Collection,mil-spec,0.02,0.4,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
AK-47 | Head Shot (Factory New),AK-47 | Head Shot,normal,Factory New,The Revolution Collection,covert,0.0,1.0,USD,103.05,149.52,,94.21,63.01,56.31,0,22,97,216,,49.515949849230275,Skinport,1757810067
AK-47 | Head Shot (Minimal Wear),AK-47 | Head Shot,normal,Minimal Wear,The Revolution Collection,covert,0.0,1.0,USD,18.63,26.46,17.85,15.15,15.0,15.59,18,234,586,1314,17.82178217821783,1.0000000000000024,Skinport,1757810067
AK-47 | Head Shot (Field-Tested),AK-47 | Head Shot,normal,Field-Tested,The Revolution Collection,covert,0.0,1.0,USD,7.72,11.72,7.72,7.79,7.4,7.2,27,122,446,1452,-0.8985879332477572,5.270270270270266,Skinport,1757810067
AK-47 | Head Shot (Well-Worn),AK-47 | Head Shot,normal,Well-Worn,The Revolution Collection,covert,0.0,1.0,USD,5.83,7.26,5.85,5.48,5.09,5.08,5,38,154,469,6.751824817518233,7.662082514734786,Skinport,1757810067
AK-47 | Head Shot (Battle-Scarred),AK-47 | Head Shot,normal,Battle-Scarred,The Revolution Collection,covert,0.0,1.0,USD,4.61,8.03,4.94,4.49,4.27,4.27,1,12,57,238,10.022271714922052,5.152224824355987,Skinport,1757810067
StatTrak™ AK-47 | Head Shot (Factory New),AK-47 | Head Shot,stattrak,Factory New,The Revolution Collection,covert,0.0,1.0,USD,179.74,347.0,151.04,128.93,127.65,123.24,1,11,27,50,17.148840456061414,1.0027418723070904,Skinport,1757810067
StatTrak™ AK-47 | Head Shot (Minimal Wear),AK-47 | Head Shot,stattrak,Minimal Wear,The Revolution Collection,covert,0.0,1.0,USD,39.98,53.93,42.49,44.13,45.74,46.25,1,13,70,211,-3.7162927713573546,-3.519895059029295,Skinport,1757810067
StatTrak™ AK-47 | Head Shot (Field-Tested),AK-47 | Head Shot,stattrak,Field-Tested,The Revolution Collection,covert,0.0,1.0,USD,20.82,37.53,21.11,22.21,23.84,23.84,5,21,87,276,-4.952723998199016,-6.837248322147647,Skinport,1757810067
StatTrak™ AK-47 | Head Shot (Well-Worn),AK-47 | Head Shot,stattrak,Well-Worn,The Revolution Collection,covert,0.0,1.0,USD,21.1,30.49,,14.18,14.18,17.78,0,1,27,78,,0.0,Skinport,1757810067
StatTrak™ AK-47 | Head Shot (Battle-Scarred),AK-47 | Head Shot,stattrak,Battle-Scarred,The Revolution Collection,covert,0.0,1.0,USD,19.47,27.45,,15.0,13.16,16.14,0,4,13,30,,13.98176291793313,Skinport,1757810067
AK-47 | Hydroponic (Factory New),AK-47 | Hydroponic,normal,Factory New,The Rising Sun Collection,classified,0.0,0.8,USD,8795.25,8912.52,,6223.89,4411.87,4555.42,0,1,3,6,,41.071473094175495,Skinport,1757810067
AK-47 | Hydroponic (Minimal Wear),AK-47 | Hydroponic,normal,Minimal Wear,The Rising Sun Collection,classified,0.0,0.8,USD,,,,,2702.39,2708.64,0,0,3,8,,,Skinport,1757810067
AK-47 | Hydroponic (Field-Tested),AK-47 | Hydroponic,normal,Field-Tested,The Rising Sun Collection,classified,0.0,0.8,USD,1561.52,1644.71,,1339.09,1348.49,1374.3,0,1,3,7,,-0.6970759886984769,Skinport,1757810067
AK-47 | Hydroponic (Well-Worn),AK-47 | Hydroponic,normal,Well-Worn,The Rising Sun Collection,classified,0.0,0.8,USD,,,,,1173.87,1173.87,0,0,1,1,,,Skinport,1757810067
AK-47 | Hydroponic (Battle-Scarred),AK-47 | Hydroponic,normal,Battle-Scarred,The Rising Sun Collection,classified,0.0,0.8,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
AK-47 | Ice Coaled (Factory New),AK-47 | Ice Coaled,normal,Factory New,The Recoil Collection,classified,0.0,0.77,USD,25.93,50.43,25.95,19.37,15.74,15.36,16,106,260,654,33.97005678884872,23.062261753494287,Skinport,1757810067
AK-47 | Ice Coaled (Minimal Wear),AK-47 | Ice Coaled,normal,Minimal Wear,The Recoil Collection,classified,0.0,0.77,USD,8.38,10.85,8.03,7.66,7.29,7.68,6,95,369,1147,4.830287206266308,5.0754458161865585,Skinport,1757810067
AK-47 | Ice Coaled (Field-Tested),AK-47 | Ice Coaled,normal,Field-Tested,The Recoil Collection,classified,0.0,0.77,USD,4.03,6.1,3.88,3.72,3.69,3.81,19,100,442,1476,4.301075268817196,0.8130081300813075,Skinport,1757810067
AK-47 | Ice Coaled (Well-Worn),AK-47 | Ice Coaled,normal,Well-Worn,The Recoil Collection,classified,0.0,0.77,USD,4.49,7.47,4.43,4.34,4.3,4.3,1,7,26,62,2.0737327188940062,0.9302325581395358,Skinport,1757810067
AK-47 | Ice Coaled (Battle-Scarred),AK-47 | Ice Coaled,normal,Battle-Scarred,The Recoil Collection,classified,0.0,0.77,USD,3.44,5.8,,3.37,2.99,3.07,0,13,71,194,,12.709030100334443,Skinport,1757810067
StatTrak™ AK-47 | Ice Coaled (Factory New),AK-47 | Ice Coaled,stattrak,Factory New,The Recoil Collection,classified,0.0,0.77,USD,41.69,56.28,39.64,39.47,39.22,40.6,2,12,49,154,0.43070686597416186,0.6374298827129016,Skinport,1757810067
StatTrak™ AK-47 | Ice Coaled (Minimal Wear),AK-47 | Ice Coaled,stattrak,Minimal Wear,The Recoil Collection,classified,0.0,0.77,USD,22.53,38.42,22.53,22.53,19.96,20.45,2,19,99,344,0.0,12.875751503006013,Skinport,1757810067
StatTrak™ AK-47 | Ice Coaled (Field-Tested),AK-47 | Ice Coaled,stattrak,Field-Tested,The Recoil Collection,classified,0.0,0.77,USD,11.38,14.11,10.79,10.35,9.73,10.35,5,34,128,368,4.251207729468595,6.372045220966076,Skinport,1757810067
StatTrak™ AK-47 | Ice Coaled (Well-Worn),AK-47 | Ice Coaled,stattrak,Well-Worn,The Recoil Collection,classified,0.0,0.77,USD,11.0,13.94,,11.05,11.06,11.57,0,2,7,17,,-0.0904159132007214,Skinport,1757810067
StatTrak™ AK-47 | Ice Coaled (Battle-Scarred),AK-47 | Ice Coaled,stattrak,Battle-Scarred,The Recoil Collection,classified,0.0,0.77,USD,10.58,12.57,9.72,9.76,8.58,9.12,1,8,22,48,-0.40983606557376173,13.75291375291375,Skinport,1757810067
AK-47 | Inheritance (Factory New),AK-47 | Inheritance,normal,Factory New,The Kilowatt Collection,covert,0.0,0.797346,USD,257.03,293.18,211.21,226.35,210.58,213.07,6,43,116,280,-6.688756350784178,7.488840345711835,Skinport,1757810067
AK-47 | Inheritance (Minimal Wear),AK-47 | Inheritance,normal,Minimal Wear,The Kilowatt Collection,covert,0.0,0.797346,USD,129.65,144.23,130.12,125.03,121.68,128.13,7,76,307,844,4.071022954490925,2.7531229454306327,Skinport,1757810067
AK-47 | Inheritance (Field-Tested),AK-47 | Inheritance,normal,Field-Tested,The Kilowatt Collection,covert,0.0,0.797346,USD,70.81,92.41,70.77,70.69,70.88,74.04,39,220,880,2279,0.11317017965765781,-0.2680586907449178,Skinport,1757810067
AK-47 | Inheritance (Well-Worn),AK-47 | Inheritance,normal,Well-Worn,The Kilowatt Collection,covert,0.0,0.797346,USD,70.36,76.23,64.35,63.71,63.41,70.22,2,4,29,107,1.0045518756866951,0.4731114966093744,Skinport,1757810067
AK-47 | Inheritance (Battle-Scarred),AK-47 | Inheritance,normal,Battle-Scarred,The Kilowatt Collection,covert,0.0,0.797346,USD,64.5,79.42,58.12,58.15,57.46,59.22,7,38,168,506,-0.05159071367154108,1.2008353637312874,Skinport,1757810067
StatTrak™ AK-47 | Inheritance (Factory New),AK-47 | Inheritance,stattrak,Factory New,The Kilowatt Collection,covert,0.0,0.797346,USD,546.08,607.2,538.83,525.39,501.12,531.07,2,6,17,38,2.55809969736768,4.843151340996165,Skinport,1757810067
StatTrak™ AK-47 | Inheritance (Minimal Wear),AK-47 | Inheritance,stattrak,Minimal Wear,The Kilowatt Collection,covert,0.0,0.797346,USD,251.09,293.18,249.35,249.35,250.48,263.35,3,13,51,129,0.0,-0.4511338230597235,Skinport,1757810067
StatTrak™ AK-47 | Inheritance (Field-Tested),AK-47 | Inheritance,stattrak,Field-Tested,The Kilowatt Collection,covert,0.0,0.797346,USD,147.65,175.62,135.54,150.91,147.0,152.51,2,28,103,301,-10.184878404346966,2.659863945578229,Skinport,1757810067
StatTrak™ AK-47 | Inheritance (Well-Worn),AK-47 | Inheritance,stattrak,Well-Worn,The Kilowatt Collection,covert,0.0,0.797346,USD,150.93,157.79,,,132.33,141.12,0,0,5,26,,,Skinport,1757810067
StatTrak™ AK-47 | Inheritance (Battle-Scarred),AK-47 | Inheritance,stattrak,Battle-Scarred,The Kilowatt Collection,covert,0.0,0.797346,USD,136.69,138.47,,136.68,120.84,123.02,0,5,26,53,,13.108242303872892,Skinport,1757810067
AK-47 | Jaguar (Factory New),AK-47 | Jaguar,normal,Factory New,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,467.91,514.56,,356.11,348.81,325.05,0,1,5,14,,2.092829907399447,Skinport,1757810067
AK-47 | Jaguar (Minimal Wear),AK-47 | Jaguar,normal,Minimal Wear,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,208.69,248.88,,205.83,192.43,174.15,0,3,37,82,,6.963571168736686,Skinport,1757810067
AK-47 | Jaguar (Field-Tested),AK-47 | Jaguar,normal,Field-Tested,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,83.29,111.54,87.88,88.56,88.13,88.3,2,10,38,117,-0.7678410117434584,0.4879155792579222,Skinport,1757810067
AK-47 | Jaguar (Well-Worn),AK-47 | Jaguar,normal,Well-Worn,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,78.11,93.85,,60.95,61.26,64.4,0,3,15,36,,-0.506039830231791,Skinport,1757810067
AK-47 | Jaguar (Battle-Scarred),AK-47 | Jaguar,normal,Battle-Scarred,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,64.5,66.67,,53.65,57.31,57.65,0,2,5,13,,-6.386320013959175,Skinport,1757810067
StatTrak™ AK-47 | Jaguar (Factory New),AK-47 | Jaguar,stattrak,Factory New,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,691.38,760.62,,,603.3,603.3,0,0,2,2,,,Skinport,1757810067
StatTrak™ AK-47 | Jaguar (Minimal Wear),AK-47 | Jaguar,stattrak,Minimal Wear,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,286.71,311.7,,,292.26,281.45,0,0,2,13,,,Skinport,1757810067
StatTrak™ AK-47 | Jaguar (Field-Tested),AK-47 | Jaguar,stattrak,Field-Tested,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,172.04,202.72,183.53,175.99,184.99,184.72,2,4,7,22,4.284334337178244,-4.865127844748365,Skinport,1757810067
StatTrak™ AK-47 | Jaguar (Well-Worn),AK-47 | Jaguar,stattrak,Well-Worn,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,152.45,152.45,,,126.19,128.18,0,0,1,5,,,Skinport,1757810067
StatTrak™ AK-47 | Jaguar (Battle-Scarred),AK-47 | Jaguar,stattrak,Battle-Scarred,The eSports 2014 Summer Collection,covert,0.0,1.0,USD,,,,119.55,115.25,115.25,0,1,2,4,,3.73101952277657,Skinport,1757810067
AK-47 | Jet Set (Factory New),AK-47 | Jet Set,normal,Factory New,The Baggage Collection,classified,0.0,1.0,USD,983.99,996.2,,808.94,816.04,788.2,0,1,2,4,,-0.8700553894416828,Skinport,1757810067
AK-47 | Jet Set (Minimal Wear),AK-47 | Jet Set,normal,Minimal Wear,The Baggage Collection,classified,0.0,1.0,USD,,,504.26,504.26,500.7,498.96,1,3,4,10,0.0,0.7110045935690039,Skinport,1757810067
AK-47 | Jet Set (Field-Tested),AK-47 | Jet Set,normal,Field-Tested,The Baggage Collection,classified,0.0,1.0,USD,399.89,448.87,,,367.06,359.32,0,0,4,8,,,Skinport,1757810067
AK-47 | Jet Set (Well-Worn),AK-47 | Jet Set,normal,Well-Worn,The Baggage Collection,classified,0.0,1.0,USD,422.17,422.17,,,386.99,386.99,0,0,1,1,,,Skinport,1757810067
AK-47 | Jet Set (Battle-Scarred),AK-47 | Jet Set,normal,Battle-Scarred,The Baggage Collection,classified,0.0,1.0,USD,586.35,586.35,,333.69,333.69,333.69,0,1,1,1,,0.0,Skinport,1757810067
AK-47 | Jungle Spray (Factory New),AK-47 | Jungle Spray,normal,Factory New,The Aztec Collection,industrial,0.0,1.0,USD,177.99,177.99,,98.82,118.04,115.8,0,1,2,3,,-16.282616062351753,Skinport,1757810067
AK-47 | Jungle Spray (Minimal Wear),AK-47 | Jungle Spray,normal,Minimal Wear,The Aztec Collection,industrial,0.0,1.0,USD,13.86,32.25,,57.35,21.1,13.13,0,3,7,28,,171.80094786729856,Skinport,1757810067
AK-47 | Jungle Spray (Field-Tested),AK-47 | Jungle Spray,normal,Field-Tested,The Aztec Collection,industrial,0.0,1.0,USD,7.14,21.11,7.45,8.63,5.41,5.41,2,5,15,27,-13.673232908458871,59.519408502772656,Skinport,1757810067
AK-47 | Jungle Spray (Well-Worn),AK-47 | Jungle Spray,normal,Well-Worn,The Aztec Collection,industrial,0.0,1.0,USD,35.18,35.18,,,,5.32,0,0,0,5,,,Skinport,1757810067
AK-47 | Jungle Spray (Battle-Scarred),AK-47 | Jungle Spray,normal,Battle-Scarred,The Aztec Collection,industrial,0.0,1.0,USD,6.39,12.58,,4.5,3.78,4.16,0,2,4,5,,19.047619047619055,Skinport,1757810067
AK-47 | Leet Museo (Factory New),AK-47 | Leet Museo,normal,Factory New,The Operation Riptide Collection,covert,0.0,0.65,USD,,,,483.97,384.65,364.59,0,4,23,39,,25.820876121149112,Skinport,1757810067
AK-47 | Leet Museo (Minimal Wear),AK-47 | Leet Museo,normal,Minimal Wear,The Operation Riptide Collection,covert,0.0,0.65,USD,199.36,265.01,177.1,201.89,180.06,174.15,1,9,36,76,-12.278963792164047,12.123736532267012,Skinport,1757810067
AK-47 | Leet Museo (Field-Tested),AK-47 | Leet Museo,normal,Field-Tested,The Operation Riptide Collection,covert,0.0,0.65,USD,97.33,117.27,83.17,96.68,91.32,91.61,1,48,77,164,-13.973934629706253,5.869469995619814,Skinport,1757810067
AK-47 | Leet Museo (Well-Worn),AK-47 | Leet Museo,normal,Well-Worn,The Operation Riptide Collection,covert,0.0,0.65,USD,58.64,88.57,46.91,46.91,44.61,46.38,1,1,3,8,0.0,5.155794664873341,Skinport,1757810067
AK-47 | Leet Museo (Battle-Scarred),AK-47 | Leet Museo,normal,Battle-Scarred,The Operation Riptide Collection,covert,0.0,0.65,USD,51.24,60.17,,37.91,40.52,40.75,0,1,5,27,,-6.441263573543944,Skinport,1757810067
StatTrak™ AK-47 | Leet Museo (Factory New),AK-47 | Leet Museo,stattrak,Factory New,The Operation Riptide Collection,covert,0.0,0.65,USD,543.34,635.36,,450.74,414.27,422.45,0,3,9,16,,8.803437371762385,Skinport,1757810067
StatTrak™ AK-47 | Leet Museo (Minimal Wear),AK-47 | Leet Museo,stattrak,Minimal Wear,The Operation Riptide Collection,covert,0.0,0.65,USD,184.98,215.28,,,187.63,187.63,0,0,3,13,,,Skinport,1757810067
StatTrak™ AK-47 | Leet Museo (Field-Tested),AK-47 | Leet Museo,stattrak,Field-Tested,The Operation Riptide Collection,covert,0.0,0.65,USD,105.54,117.59,107.61,107.61,107.61,107.61,1,4,12,49,0.0,0.0,Skinport,1757810067
StatTrak™ AK-47 | Leet Museo (Well-Worn),AK-47 | Leet Museo,stattrak,Well-Worn,The Operation Riptide Collection,covert,0.0,0.65,USD,,,,,,75.97,0,0,0,1,,,Skinport,1757810067
StatTrak™ AK-47 | Leet Museo (Battle-Scarred),AK-47 | Leet Museo,stattrak,Battle-Scarred,The Operation Riptide Collection,covert,0.0,0.65,USD,105.97,105.97,,78.27,77.63,78.27,0,1,4,5,,0.8244235475975791,Skinport,1757810067
AK-47 | Legion of Anubis (Factory New),AK-47 | Legion of Anubis,normal,Factory New,The Fracture Collection,covert,0.0,0.7,USD,56.65,74.55,39.32,41.04,28.07,23.4,8,78,266,643,-4.191033138401556,46.20591378696116,Skinport,1757810067
AK-47 | Legion of Anubis (Minimal Wear),AK-47 | Legion of Anubis,normal,Minimal Wear,The Fracture Collection,covert,0.0,0.7,USD,12.76,31.86,12.58,10.17,9.42,9.26,15,151,466,1375,23.69714847590954,7.961783439490445,Skinport,1757810067
AK-47 | Legion of Anubis (Field-Tested),AK-47 | Legion of Anubis,normal,Field-Tested,The Fracture Collection,covert,0.0,0.7,USD,5.5,11.36,5.58,5.7,5.63,5.68,16,115,414,1338,-2.1052631578947385,1.2433392539964525,Skinport,1757810067
AK-47 | Legion of Anubis (Well-Worn),AK-47 | Legion of Anubis,normal,Well-Worn,The Fracture Collection,covert,0.0,0.7,USD,6.72,9.8,5.68,6.23,6.26,6.19,1,4,13,48,-8.82825040128412,-0.47923322683705055,Skinport,1757810067
AK-47 | Legion of Anubis (Battle-Scarred),AK-47 | Legion of Anubis,normal,Battle-Scarred,The Fracture Collection,covert,0.0,0.7,USD,4.98,6.5,4.67,4.82,4.39,4.39,1,8,29,94,-3.112033195020754,9.794988610478374,Skinport,1757810067
StatTrak™ AK-47 | Legion of Anubis (Factory New),AK-47 | Legion of Anubis,stattrak,Factory New,The Fracture Collection,covert,0.0,0.7,USD,85.01,157.55,87.95,64.49,58.78,58.83,1,17,52,167,36.37773298185767,9.714188499489612,Skinport,1757810067
StatTrak™ AK-47 | Legion of Anubis (Minimal Wear),AK-47 | Legion of Anubis,stattrak,Minimal Wear,The Fracture Collection,covert,0.0,0.7,USD,30.88,77.98,34.3,30.87,30.21,30.76,2,16,77,218,11.111111111111098,2.184707050645482,Skinport,1757810067
StatTrak™ AK-47 | Legion of Anubis (Field-Tested),AK-47 | Legion of Anubis,stattrak,Field-Tested,The Fracture Collection,covert,0.0,0.7,USD,20.36,36.34,18.76,18.76,18.88,19.1,3,21,64,214,0.0,-0.6355932203389696,Skinport,1757810067
StatTrak™ AK-47 | Legion of Anubis (Well-Worn),AK-47 | Legion of Anubis,stattrak,Well-Worn,The Fracture Collection,covert,0.0,0.7,USD,21.73,28.0,,,20.18,21.05,0,0,7,15,,,Skinport,1757810067
StatTrak™ AK-47 | Legion of Anubis (Battle-Scarred),AK-47 | Legion of Anubis,stattrak,Battle-Scarred,The Fracture Collection,covert,0.0,0.7,USD,17.81,25.3,,15.83,15.93,16.02,0,2,7,15,,-0.6277463904582526,Skinport,1757810067
AK-47 | Midnight Laminate (Factory New),AK-47 | Midnight Laminate,normal,Factory New,The Ascent Collection,restricted,0.0,0.75,USD,78.64,94.61,73.04,66.54,67.75,75.05,8,78,243,589,9.768560264502554,-1.7859778597785887,Skinport,1757810067
