Name,Collection,Rarity,Float,PriceCents,StatTrak
AK-47 | Bloodsport,The Spectrum Collection,covert,0.725,,false
XM1014 | Copperflage,The Boreal Collection,mil-spec,0.725,,false
XM1014 | Copperflage,The Boreal Collection,mil-spec,0.035,,false
XM1014 | Copperflage,The Boreal Collection,mil-spec,0.265,,false
XM1014 | Copperflage,The Boreal Collection,mil-spec,0.110,,false
XM1014 | Copperflage,The Boreal Collection,mil-spec,0.415,,false
XM1014 | Elegant Vines,The 2021 Mirage Collection,restricted,0.035,,false
XM1014 | Elegant Vines,The 2021 Mirage Collection,restricted,0.265,,false
XM1014 | Elegant Vines,The 2021 Mirage Collection,restricted,0.110,,false
XM1014 | Entombed,The Fracture Collection,classified,0.725,,false
XM1014 | Entombed,The Fracture Collection,classified,0.035,,false
XM1014 | Entombed,The Fracture Collection,classified,0.265,,false
XM1014 | Entombed,The Fracture Collection,classified,0.110,,false
XM1014 | Entombed,The Fracture Collection,classified,0.415,,false
XM1014 | Fallout Warning,The Nuke Collection,industrial,0.725,,false
XM1014 | Fallout Warning,The Nuke Collection,industrial,0.035,,false
XM1014 | Fallout Warning,The Nuke Collection,industrial,0.265,,false
XM1014 | Fallout Warning,The Nuke Collection,industrial,0.110,,false
XM1014 | Fallout Warning,The Nuke Collection,industrial,0.415,,false
XM1014 | Frost Borre,The Norse Collection,mil-spec,0.725,,false
XM1014 | Frost Borre,The Norse Collection,mil-spec,0.035,,false
XM1014 | Frost Borre,The Norse Collection,mil-spec,0.265,,false
XM1014 | Frost Borre,The Norse Collection,mil-spec,0.110,,false
XM1014 | Frost Borre,The Norse Collection,mil-spec,0.415,,false
XM1014 | Grassland,The Militia Collection,consumer,0.725,,false
XM1014 | Grassland,The Militia Collection,consumer,0.035,,false
XM1014 | Grassland,The Militia Collection,consumer,0.265,,false
XM1014 | Grassland,The Militia Collection,consumer,0.110,,false
XM1014 | Grassland,The Militia Collection,consumer,0.415,,false
XM1014 | Gum Wall Camo,The Ascent Collection,industrial,0.725,,false
XM1014 | Gum Wall Camo,The Ascent Collection,industrial,0.035,,false
XM1014 | Gum Wall Camo,The Ascent Collection,industrial,0.265,,false
XM1014 | Gum Wall Camo,The Ascent Collection,industrial,0.110,,false
XM1014 | Gum Wall Camo,The Ascent Collection,industrial,0.415,,false
XM1014 | Halftone Shift,The Graphic Design Collection,mil-spec,0.725,,false
XM1014 | Halftone Shift,The Graphic Design Collection,mil-spec,0.035,,false
XM1014 | Halftone Shift,The Graphic Design Collection,mil-spec,0.265,,false
XM1014 | Halftone Shift,The Graphic Design Collection,mil-spec,0.110,,false
XM1014 | Halftone Shift,The Graphic Design Collection,mil-spec,0.415,,false
XM1014 | Heaven Guard,The Huntsman Collection,restricted,0.725,,false
XM1014 | Heaven Guard,The Huntsman Collection,restricted,0.035,,false
XM1014 | Heaven Guard,The Huntsman Collection,restricted,0.265,,false
XM1014 | Heaven Guard,The Huntsman Collection,restricted,0.110,,false
XM1014 | Heaven Guard,The Huntsman Collection,restricted,0.415,,false
XM1014 | Hieroglyph,The Anubis Collection,consumer,0.725,,false
XM1014 | Hieroglyph,The Anubis Collection,consumer,0.035,,false
XM1014 | Hieroglyph,The Anubis Collection,consumer,0.265,,false
XM1014 | Hieroglyph,The Anubis Collection,consumer,0.110,,false
XM1014 | Hieroglyph,The Anubis Collection,consumer,0.415,,false
XM1014 | Incinegator,The Prisma Collection,classified,0.725,,false
XM1014 | Incinegator,The Prisma Collection,classified,0.265,,false
XM1014 | Incinegator,The Prisma Collection,classified,0.110,,false
XM1014 | Incinegator,The Prisma Collection,classified,0.415,,false
XM1014 | Irezumi,The Kilowatt Collection,mil-spec,0.725,,false
XM1014 | Irezumi,The Kilowatt Collection,mil-spec,0.035,,false
XM1014 | Irezumi,The Kilowatt Collection,mil-spec,0.265,,false
XM1014 | Irezumi,The Kilowatt Collection,mil-spec,0.110,,false
XM1014 | Irezumi,The Kilowatt Collection,mil-spec,0.415,,false
XM1014 | Jungle,The Alpha Collection,consumer,0.725,,false
XM1014 | Jungle,The Alpha Collection,consumer,0.035,,false
XM1014 | Jungle,The Alpha Collection,consumer,0.265,,false
XM1014 | Jungle,The Alpha Collection,consumer,0.110,,false
XM1014 | Jungle,The Alpha Collection,consumer,0.415,,false
XM1014 | Mockingbird,The Fever Collection,mil-spec,0.725,,false
XM1014 | Mockingbird,The Fever Collection,mil-spec,0.035,,false
XM1014 | Mockingbird,The Fever Collection,mil-spec,0.265,,false
XM1014 | Mockingbird,The Fever Collection,mil-spec,0.110,,false
XM1014 | Mockingbird,The Fever Collection,mil-spec,0.415,,false
XM1014 | Monster Melt,The Overpass 2024 Collection,restricted,0.725,,false
XM1014 | Monster Melt,The Overpass 2024 Collection,restricted,0.035,,false
XM1014 | Monster Melt,The Overpass 2024 Collection,restricted,0.265,,false
XM1014 | Monster Melt,The Overpass 2024 Collection,restricted,0.110,,false
XM1014 | Monster Melt,The Overpass 2024 Collection,restricted,0.415,,false
XM1014 | Oxide Blaze,The Clutch Collection,mil-spec,0.725,,false
XM1014 | Oxide Blaze,The Clutch Collection,mil-spec,0.035,,false
XM1014 | Oxide Blaze,The Clutch Collection,mil-spec,0.265,,false
XM1014 | Oxide Blaze,The Clutch Collection,mil-spec,0.110,,false
XM1014 | Oxide Blaze,The Clutch Collection,mil-spec,0.415,,false
XM1014 | Quicksilver,The Chroma Collection,mil-spec,0.725,,false
XM1014 | Quicksilver,The Chroma Collection,mil-spec,0.035,,false
XM1014 | Quicksilver,The Chroma Collection,mil-spec,0.265,,false
XM1014 | Quicksilver,The Chroma Collection,mil-spec,0.110,,false
XM1014 | Quicksilver,The Chroma Collection,mil-spec,0.415,,false
XM1014 | Red Leather,The Baggage Collection,mil-spec,0.725,,false
XM1014 | Red Leather,The Baggage Collection,mil-spec,0.035,,false
XM1014 | Red Leather,The Baggage Collection,mil-spec,0.265,,false
XM1014 | Red Leather,The Baggage Collection,mil-spec,0.110,,false
XM1014 | Red Leather,The Baggage Collection,mil-spec,0.415,,false
XM1014 | Red Python,The eSports 2014 Summer Collection,mil-spec,0.725,,false
XM1014 | Red Python,The eSports 2014 Summer Collection,mil-spec,0.265,,false
XM1014 | Red Python,The eSports 2014 Summer Collection,mil-spec,0.110,,false
XM1014 | Red Python,The eSports 2014 Summer Collection,mil-spec,0.415,,false
XM1014 | Run Run Run,The Train 2025 Collection,mil-spec,0.725,,false
XM1014 | Run Run Run,The Train 2025 Collection,mil-spec,0.035,,false
XM1014 | Run Run Run,The Train 2025 Collection,mil-spec,0.265,,false
XM1014 | Run Run Run,The Train 2025 Collection,mil-spec,0.110,,false
XM1014 | Run Run Run,The Train 2025 Collection,mil-spec,0.415,,false
XM1014 | Scumbria,The Shadow Collection,mil-spec,0.725,,false
XM1014 | Scumbria,The Shadow Collection,mil-spec,0.035,,false
XM1014 | Scumbria,The Shadow Collection,mil-spec,0.265,,false
XM1014 | Scumbria,The Shadow Collection,mil-spec,0.110,,false
XM1014 | Scumbria,The Shadow Collection,mil-spec,0.415,,false
XM1014 | Seasons,The Spectrum Collection,restricted,0.725,,false
XM1014 | Seasons,The Spectrum Collection,restricted,0.035,,false
XM1014 | Seasons,The Spectrum Collection,restricted,0.265,,false
XM1014 | Seasons,The Spectrum Collection,restricted,0.110,,false
XM1014 | Seasons,The Spectrum Collection,restricted,0.415,,false
XM1014 | Slipstream,#CSGO_set_gamma_2,mil-spec,0.725,,false
XM1014 | Slipstream,#CSGO_set_gamma_2,mil-spec,0.035,,false
XM1014 | Slipstream,#CSGO_set_gamma_2,mil-spec,0.265,,false
XM1014 | Slipstream,#CSGO_set_gamma_2,mil-spec,0.110,,false
XM1014 | Slipstream,#CSGO_set_gamma_2,mil-spec,0.415,,false
XM1014 | Solitude,Limited Edition Item,restricted,0.725,,false
XM1014 | Solitude,Limited Edition Item,restricted,0.035,,false
XM1014 | Solitude,Limited Edition Item,restricted,0.265,,false
XM1014 | Solitude,Limited Edition Item,restricted,0.110,,false
XM1014 | Solitude,Limited Edition Item,restricted,0.415,,false
XM1014 | Teclu Burner,The Revolver Case Collection,restricted,0.725,,false
XM1014 | Teclu Burner,The Revolver Case Collection,restricted,0.035,,false
XM1014 | Teclu Burner,The Revolver Case Collection,restricted,0.265,,false
XM1014 | Teclu Burner,The Revolver Case Collection,restricted,0.110,,false
XM1014 | Teclu Burner,The Revolver Case Collection,restricted,0.415,,false
XM1014 | Tranquility,The Vanguard Collection,classified,0.725,,false
XM1014 | Tranquility,The Vanguard Collection,classified,0.035,,false
XM1014 | Tranquility,The Vanguard Collection,classified,0.265,,false
XM1014 | Tranquility,The Vanguard Collection,classified,0.110,,false
XM1014 | Tranquility,The Vanguard Collection,classified,0.415,,false
XM1014 | Urban Perforated,The Vertigo Collection,consumer,0.725,,false
XM1014 | Urban Perforated,The Vertigo Collection,consumer,0.035,,false
XM1014 | Urban Perforated,The Vertigo Collection,consumer,0.265,,false
XM1014 | Urban Perforated,The Vertigo Collection,consumer,0.110,,false
XM1014 | Urban Perforated,The Vertigo Collection,consumer,0.415,,false
XM1014 | VariCamo Blue,The Overpass Collection,mil-spec,0.725,,false
XM1014 | VariCamo Blue,The Overpass Collection,mil-spec,0.035,,false
XM1014 | VariCamo Blue,The Overpass Collection,mil-spec,0.265,,false
XM1014 | VariCamo Blue,The Overpass Collection,mil-spec,0.110,,false
XM1014 | VariCamo Blue,The Overpass Collection,mil-spec,0.415,,false
XM1014 | Watchdog,The Operation Riptide Collection,mil-spec,0.725,,false
XM1014 | Watchdog,The Operation Riptide Collection,mil-spec,0.035,,false
XM1014 | Watchdog,The Operation Riptide Collection,mil-spec,0.265,,false
XM1014 | Watchdog,The Operation Riptide Collection,mil-spec,0.110,,false
XM1014 | Watchdog,The Operation Riptide Collection,mil-spec,0.415,,false
XM1014 | XOXO,The Snakebite Collection,classified,0.725,,false
XM1014 | XOXO,The Snakebite Collection,classified,0.035,,false
XM1014 | XOXO,The Snakebite Collection,classified,0.265,,false
XM1014 | XOXO,The Snakebite Collection,classified,0.110,,false
XM1014 | XOXO,The Snakebite Collection,classified,0.415,,false
XM1014 | Ziggy,The Spectrum 2 Collection,restricted,0.725,,false
XM1014 | Ziggy,The Spectrum 2 Collection,restricted,0.035,,false
XM1014 | Ziggy,The Spectrum 2 Collection,restricted,0.265,,false
XM1014 | Ziggy,The Spectrum 2 Collection,restricted,0.110,,false
XM1014 | Ziggy,The Spectrum 2 Collection,restricted,0.415,,false
XM1014 | Zombie Offensive,The Dreams & Nightmares Collection,restricted,0.725,,false
XM1014 | Zombie Offensive,The Dreams & Nightmares Collection,restricted,0.035,,false
XM1014 | Zombie Offensive,The Dreams & Nightmares Collection,restricted,0.265,,false
XM1014 | Zombie Offensive,The Dreams & Nightmares Collection,restricted,0.110,,false
XM1014 | Zombie Offensive,The Dreams & Nightmares Collection,restricted,0.415,,false
